S,0,1,2,3,4,5,6,7,8,9,10
581,0,1,2,3,4,4,4,4,5,4,4
582,0,1,3,3,3,3,4,4,4,4,4
583,0,1,1,1,2,3,4,4,3,2,3
584,0,1,2,3,4,4,5,4,4,4,3
585,0,1,1,3,3,3,4,3,3,3,3
586,0,1,1,2,3,4,4,3,3,3,2
587,0,1,2,2,3,3,4,4,4,2,3
588,0,1,1,3,3,3,4,4,4,4,4
589,0,1,1,2,2,1,1,1,1,0,0
590,0,1,1,2,3,3,3,4,3,3,3
591,0,1,2,3,3,4,4,5,4,4,5
592,0,1,2,3,3,4,4,4,4,4,3
593,0,1,2,3,3,4,5,5,4,4,4
594,0,1,1,2,2,3,3,2,2,2,2
595,0,1,1,2,2,2,2,3,3,2,2
596,0,1,2,2,3,4,4,4,2,2,3
597,0,1,2,3,4,4,4,5,4,4,4
598,0,1,1,1,2,3,3,3,2,2,2
599,0,1,2,3,3,3,3,3,3,2,2
600,0,1,1,3,4,4,5,5,4,4,4
601,0,1,2,3,4,4,4,5,4,4,4
602,0,1,1,2,3,3,4,4,4,4,4
603,0,1,1,2,3,3,4,4,4,4,4
604,0,1,1,1,2,2,3,3,3,3,3
605,0,1,1,2,3,3,4,4,3,3,2
606,0,1,2,3,4,5,5,4,4,4,3
607,0,1,2,2,3,4,4,4,4,4,3
608,0,1,2,3,3,4,4,4,4,4,4
609,0,1,1,3,3,4,4,4,4,3,3
610,0,1,1,2,3,3,3,3,2,2,1
611,0,1,2,2,3,3,3,3,3,3,3
612,0,1,2,3,3,4,3,4,4,4,3
613,0,1,1,2,2,2,3,2,2,2,2
614,0,1,1,3,4,4,4,4,4,4,3
615,0,1,1,2,3,2,3,3,2,1,1
616,0,1,1,2,2,2,3,2,2,2,1
617,0,1,2,3,3,4,4,4,4,4,3
618,0,1,1,2,3,3,3,3,2,2,3
619,0,1,0,1,2,2,4,3,3,3,3
620,0,1,1,2,3,3,3,3,4,3,3
621,0,1,1,1,3,4,4,5,5,4,4
622,0,1,1,3,4,4,5,5,4,4,3
623,0,1,1,1,1,2,2,1,1,1,1
624,0,1,2,3,3,3,3,3,3,2,1
625,0,1,1,2,2,3,3,1,1,1,1
626,0,1,2,3,2,3,4,3,3,2,1
627,0,1,2,3,4,3,4,4,3,3,3
628,0,1,1,3,3,4,4,4,5,4,4
629,0,1,1,2,2,3,4,4,4,4,3
630,0,1,1,3,3,4,4,5,5,4,4
631,0,1,3,4,4,4,5,5,5,5,5
632,0,1,1,3,3,4,4,4,3,3,2
633,0,1,1,1,2,4,4,4,4,4,3
634,0,1,2,2,3,4,4,4,3,3,3
635,0,1,1,1,2,2,2,3,3,3,3
636,0,1,1,1,3,4,5,5,4,4,3
637,0,1,2,2,3,4,4,4,4,4,3
638,0,1,2,3,4,4,4,5,5,5,4
639,0,1,1,2,3,4,4,4,4,4,4
640,0,1,1,2,3,4,4,4,4,3,3
641,0,1,1,3,4,3,4,4,4,3,3
642,0,1,1,2,4,4,4,4,3,2,2
643,0,1,1,3,3,4,4,3,3,3,3
644,0,1,1,2,2,3,4,4,4,4,3
645,0,1,2,2,3,4,4,3,2,3,3
646,0,1,1,2,3,4,4,4,4,4,3
647,0,1,1,3,3,3,3,3,3,3,2
648,0,1,1,1,2,2,3,3,1,2,2
649,0,1,1,1,2,3,3,3,3,2,1
650,0,1,2,3,3,4,4,4,4,3,3
651,0,1,2,2,3,4,4,4,4,3,3
652,0,1,1,2,2,3,3,3,3,3,3
653,0,1,1,2,3,4,4,3,2,2,1
654,0,1,1,2,2,4,4,4,4,3,3
655,0,1,2,3,3,4,4,3,3,4,4
656,0,1,1,2,2,3,3,3,3,3,3
657,0,1,1,1,2,3,3,3,3,3,3
658,0,1,1,2,3,3,4,3,3,3,3
659,0,1,1,1,2,3,4,3,3,3,3
660,0,1,2,3,4,4,4,4,4,3,3
661,0,1,1,3,4,4,5,4,4,4,4
662,0,1,1,2,3,3,3,4,4,4,4
663,0,1,1,2,3,4,4,4,4,4,4
664,0,1,1,2,3,2,3,3,3,3,2
665,0,1,0,1,1,2,3,3,3,3,2
666,0,1,1,3,4,4,4,4,4,3,3
667,0,1,1,3,2,3,3,3,3,2,2
668,0,1,1,1,2,2,3,3,3,3,3
669,0,1,1,2,2,3,3,3,3,3,3
670,0,1,2,3,4,4,4,3,3,3,2
671,0,1,1,1,2,2,3,3,3,1,1
672,0,1,1,2,3,3,3,3,2,2,1
673,0,1,1,1,2,4,4,4,4,3,3
674,0,1,1,2,2,3,2,2,2,2,2
675,0,1,1,2,2,3,3,2,2,1,1
676,0,1,2,3,4,4,4,4,4,3,2
677,0,1,1,2,3,4,4,4,4,4,3
678,0,1,1,2,3,4,4,5,4,4,4
679,0,1,2,2,2,3,4,4,3,2,3
680,0,1,2,3,4,4,5,4,4,3,3
681,0,1,1,1,2,3,3,3,2,2,1
682,0,1,1,2,3,3,3,3,3,2,2
683,0,1,2,2,3,4,4,4,4,3,3
684,0,1,2,2,2,2,3,3,3,3,2
685,0,1,1,2,3,4,4,4,4,3,3
686,0,1,2,3,4,4,4,4,3,2,2
687,0,1,2,2,2,3,3,4,3,3,3
688,0,1,1,2,3,4,4,3,4,2,2
689,0,1,1,2,2,2,3,3,3,2,1
690,0,1,1,2,3,3,4,4,4,4,4
691,0,1,1,2,2,3,4,3,3,3,2
692,0,1,1,2,3,3,3,2,1,1,0
693,0,1,1,3,4,4,3,3,3,2,2
694,0,1,1,2,3,3,3,3,3,2,2
695,0,1,2,4,4,4,5,5,5,5,5
696,0,1,1,2,2,2,3,2,2,2,2
697,0,1,1,3,3,3,3,3,3,3,1
698,0,1,1,1,1,1,1,1,1,1,0
699,0,1,2,3,4,4,4,4,2,2,1
700,0,1,1,1,3,4,4,3,3,3,3
701,0,1,1,3,4,4,4,4,3,3,2
702,0,1,2,3,4,4,4,4,3,3,2
703,0,1,1,1,1,2,2,2,2,1,1
704,0,1,1,3,4,5,5,5,4,3,3
705,0,1,1,2,3,3,3,3,2,2,2
706,0,1,1,3,3,4,4,4,4,4,4
707,0,1,2,3,3,4,4,3,3,3,2
708,0,1,1,2,3,3,3,2,2,2,2
709,0,1,1,2,4,4,4,4,3,3,2
710,0,1,1,2,3,3,4,4,4,3,3
711,0,1,1,3,3,4,5,4,4,4,4
712,0,1,1,2,3,3,3,2,2,1,1
713,0,1,1,1,2,3,3,2,2,1,1
714,0,1,2,3,3,4,5,5,4,4,4
715,0,1,1,2,3,3,4,4,4,3,3
716,0,1,1,2,2,3,3,3,3,3,3
717,0,1,2,3,3,3,4,4,4,4,4
718,0,1,2,3,4,4,4,3,3,3,3
719,0,1,1,3,4,4,5,5,5,5,4
720,0,1,1,1,2,2,2,2,3,2,2
721,0,1,3,3,3,4,5,5,4,4,4
722,0,1,2,3,4,3,3,3,2,3,2
723,0,1,2,3,4,4,5,4,4,3,3
724,0,1,1,2,2,2,3,3,3,3,3
725,0,1,1,2,3,3,3,4,4,4,3
726,0,1,1,2,3,3,3,3,2,1,0
727,0,1,1,2,3,4,4,3,3,3,2
728,0,1,1,2,3,2,3,1,0,0,0
729,0,1,1,2,3,4,3,3,3,3,3
730,0,1,2,3,4,4,4,4,4,4,3
731,0,1,1,2,3,3,3,3,4,3,3
732,0,1,1,2,3,2,2,3,3,2,2
733,0,1,2,2,2,2,3,3,3,3,2
734,0,1,1,2,2,3,4,4,3,3,3
735,0,1,1,2,4,4,5,5,4,4,4
736,0,1,1,2,3,4,4,5,4,3,3
737,0,1,1,1,2,2,2,1,1,0,0
738,0,1,1,2,1,1,3,2,2,2,1
739,0,1,2,2,3,3,3,3,2,2,2
740,0,1,2,3,3,4,4,4,3,2,2
741,0,1,2,3,3,4,5,5,5,5,4
742,0,1,1,2,3,4,4,4,4,4,4
743,0,1,1,2,2,2,3,2,3,2,2
744,0,1,2,3,4,5,5,4,4,4,3
745,0,1,1,2,3,4,4,4,3,3,3
746,0,1,2,3,3,3,4,4,5,4,4
747,0,1,1,2,2,2,3,3,2,1,1
748,0,1,0,1,0,1,1,1,1,1,1
749,0,1,1,3,4,4,4,4,4,4,5
750,0,1,1,2,3,4,5,5,4,4,3
751,0,1,1,2,3,3,4,4,4,3,2
752,0,1,1,3,4,4,4,4,4,4,4
753,0,1,2,3,4,3,3,3,4,3,3
754,0,1,2,3,3,3,4,4,4,3,2
755,0,1,1,2,2,2,3,3,2,2,2
756,0,1,1,2,2,3,4,4,4,4,3
757,0,1,1,2,2,3,3,3,3,2,2
758,0,1,2,2,4,4,4,4,4,3,3
759,0,1,1,2,2,3,3,3,3,2,1
760,0,1,1,3,3,3,4,3,2,2,1
761,0,1,1,3,3,3,4,4,4,4,4
762,0,1,1,2,2,2,3,2,2,2,2
763,0,1,1,2,3,3,4,4,4,4,4
764,0,1,1,1,3,1,2,2,2,1,0
765,0,1,1,2,2,3,4,4,4,4,3
766,0,1,2,3,4,4,4,4,4,4,4
767,0,1,1,2,2,4,4,4,3,2,2
768,0,1,1,2,2,3,4,3,3,3,2
769,0,1,3,3,4,4,4,4,4,4,3
770,0,1,1,2,2,3,3,2,1,0,0
771,0,1,1,3,3,4,4,4,3,3,2
772,0,1,1,2,3,4,4,4,4,3,3
773,0,1,1,2,3,3,3,3,2,1,1
774,0,1,1,3,3,3,3,3,3,3,2
775,0,1,1,3,4,4,4,4,3,4,4
776,0,1,1,3,3,4,4,5,4,4,4
777,0,1,1,1,2,3,3,3,3,3,3
778,0,1,2,3,3,3,3,3,2,2,2
779,0,1,2,2,3,4,4,4,4,4,4
780,0,1,1,3,3,4,4,4,4,4,4
781,0,1,2,2,2,3,3,3,2,1,1
782,0,1,1,3,4,5,5,5,5,5,4
783,0,1,1,2,3,4,3,3,3,2,1
784,0,1,1,2,3,3,4,3,3,3,3
785,0,1,1,1,2,2,2,2,2,1,1
786,0,1,2,2,2,3,3,3,3,3,2
787,0,1,2,3,4,4,5,4,4,4,4
788,0,1,2,3,4,4,4,4,3,3,3
789,0,1,1,2,3,3,4,4,3,3,3
790,0,1,1,2,2,3,3,3,3,4,4
791,0,1,1,2,3,3,4,3,3,3,2
792,0,1,1,2,1,2,2,2,2,2,2
793,0,1,1,2,3,4,4,4,4,3,2
794,0,1,1,2,2,2,3,3,3,2,1
795,0,1,1,3,4,4,4,4,4,3,4
796,0,1,1,1,1,3,3,2,2,2,2
797,0,1,1,1,2,3,4,3,3,3,2
798,0,1,1,3,4,4,5,5,5,4,4
799,0,1,1,2,3,3,3,3,3,1,1
800,0,1,1,3,4,4,5,5,5,5,5
801,0,1,1,3,3,4,4,4,4,3,3
802,0,1,2,3,3,4,4,4,4,4,3
803,0,1,1,2,3,4,4,5,5,5,5
804,0,1,1,2,3,4,4,4,4,4,3
805,0,1,2,3,4,4,5,4,4,4,3
806,0,1,1,2,3,4,4,4,4,4,4
807,0,1,2,2,3,3,4,4,4,4,4
808,0,1,1,3,3,3,4,4,4,3,3
809,0,1,2,3,4,4,4,4,4,4,4
810,0,1,1,1,2,2,3,3,2,1,1
811,0,1,0,1,2,2,2,2,2,1,2
812,0,1,1,1,3,4,4,3,4,3,3
813,0,1,2,3,3,3,4,4,3,3,2
814,0,1,1,2,3,2,3,3,3,3,2
815,0,1,1,2,3,4,5,5,5,5,5
816,0,1,2,4,4,4,4,3,2,2,2
817,0,1,2,4,4,4,4,4,4,4,3
818,0,1,1,1,2,2,3,3,3,3,2
819,0,1,1,2,3,3,4,4,4,4,4
820,0,1,1,1,3,2,2,2,2,1,2
821,0,1,1,2,3,3,4,3,4,3,3
822,0,1,2,3,4,4,4,4,3,2,2
823,0,1,3,4,3,4,4,4,4,3,3
824,0,1,2,3,3,3,4,3,2,1,1
825,0,1,2,2,3,3,4,3,3,2,2
826,0,1,1,2,3,3,3,3,3,3,3
827,0,1,1,2,3,3,4,4,4,3,3
828,0,1,1,1,2,2,3,3,4,3,4
829,0,1,1,1,2,3,3,3,2,2,1
830,0,1,2,3,4,4,5,5,5,5,4
831,0,1,1,2,3,4,4,5,4,3,3
832,0,1,1,2,2,3,4,4,4,4,3
833,0,1,2,3,3,4,5,4,4,4,4
834,0,1,0,1,2,3,4,4,4,4,3
835,0,1,1,2,3,3,4,4,3,3,2
836,0,1,2,2,3,3,4,4,4,3,3
837,0,1,1,2,3,3,3,3,3,3,3
838,0,1,1,1,2,3,3,3,3,3,3
839,0,1,1,3,4,4,5,4,4,4,4
840,0,1,1,2,3,3,4,4,3,3,2
841,0,1,1,3,3,4,4,4,3,3,3
842,0,1,2,3,4,3,4,4,4,3,2
843,0,1,2,2,3,3,4,4,4,4,4
844,0,1,2,4,4,5,5,5,5,4,4
845,0,1,2,3,4,3,4,3,3,2,2
846,0,1,1,2,3,3,4,4,4,4,3
847,0,1,1,2,2,3,3,2,3,2,2
848,0,1,2,3,3,4,5,5,5,5,4
849,0,1,2,3,3,3,3,3,3,3,4
850,0,1,2,3,4,4,5,5,4,4,3
851,0,1,2,4,4,4,5,5,5,4,4
852,0,1,1,2,3,3,4,4,4,4,4
853,0,1,1,2,3,3,4,4,4,3,4
854,0,1,0,1,1,3,3,3,3,3,3
855,0,1,1,3,3,4,4,4,4,3,3
856,0,1,1,2,2,3,3,2,2,2,1
857,0,1,1,3,4,5,5,5,5,5,4
858,0,1,1,2,3,4,4,4,3,2,2
859,0,1,1,3,3,3,4,4,4,4,3
860,0,1,1,2,3,3,3,3,3,3,3
861,0,1,2,3,4,4,4,4,4,4,4
862,0,1,1,1,2,2,3,3,3,2,2
863,0,1,2,3,3,4,4,4,4,4,4
864,0,1,1,3,4,4,4,4,3,2,2
865,0,1,1,2,3,3,4,3,3,2,2
866,0,1,1,1,2,2,3,3,3,1,1
867,0,1,1,3,3,4,5,5,4,4,3
868,0,1,1,2,2,3,4,4,3,3,1
869,0,1,1,2,2,2,2,1,1,1,0
870,0,1,1,2,3,4,4,3,3,3,3
871,0,1,1,3,3,4,4,4,4,3,3
872,0,1,1,2,2,3,4,4,3,3,3
873,0,1,2,4,4,4,5,5,4,4,4
874,0,1,1,1,2,3,3,3,3,3,3
875,0,1,1,2,3,4,5,5,4,4,4
876,0,1,1,2,3,3,4,4,3,3,4
877,0,1,2,3,4,4,4,4,4,4,3
878,0,1,1,1,2,2,3,4,4,3,3
879,0,1,1,2,3,3,4,4,3,3,3
880,0,1,2,2,3,2,3,3,3,2,1
881,0,1,1,2,2,2,3,3,2,2,1
882,0,1,1,2,3,3,3,3,4,3,3
883,0,1,1,1,1,2,2,2,2,1,1
884,0,1,1,2,2,2,3,4,3,3,3
885,0,1,2,2,3,3,4,4,4,4,3
886,0,1,3,3,3,4,4,4,3,3,4
887,0,1,1,1,1,2,3,2,1,1,1
888,0,1,1,2,3,3,4,3,4,3,3
889,0,1,1,2,3,3,4,4,4,4,4
890,0,1,1,2,3,3,3,3,3,3,2
891,0,1,1,1,1,2,2,1,1,1,1
892,0,1,2,2,3,4,4,3,3,3,3
893,0,1,2,3,4,4,4,5,5,4,4
894,0,1,1,2,2,3,3,3,3,2,2
895,0,1,2,3,3,4,4,4,4,4,3
896,0,1,1,2,3,3,3,3,3,3,3
897,0,1,1,2,1,2,3,3,4,3,3
898,0,1,1,2,3,4,5,5,5,5,4
899,0,1,2,3,4,4,5,4,4,4,3
900,0,1,1,2,3,3,4,4,4,3,3
901,0,1,1,1,2,2,3,2,2,2,1
902,0,1,2,2,3,4,4,3,2,1,1
903,0,1,1,2,3,3,3,4,4,3,3
904,0,1,1,1,2,2,3,2,3,3,2
905,0,1,1,3,4,4,5,4,4,4,4
906,0,1,1,2,2,3,4,4,3,3,3
907,0,1,1,3,3,3,4,4,4,4,4
908,0,1,2,3,3,4,4,4,4,3,3
909,0,1,1,2,2,3,3,3,3,3,3
910,0,1,1,1,2,2,3,3,3,3,3
911,0,1,2,3,4,4,4,4,4,4,3
912,0,1,1,1,2,2,3,2,3,3,4
913,0,1,1,2,2,4,5,5,4,3,3
914,0,1,1,3,4,4,4,4,4,4,4
915,0,1,2,3,3,4,4,5,5,5,5
916,0,1,1,3,3,3,4,4,4,4,4
917,0,1,1,3,3,3,3,3,3,3,2
918,0,1,1,2,3,3,3,3,3,2,2
919,0,1,2,3,4,5,5,5,5,5,4
920,0,1,1,1,1,2,2,2,2,2,2
921,0,1,1,2,3,4,5,4,4,4,4
922,0,1,2,3,3,4,4,4,4,5,4
923,0,1,1,2,2,3,3,3,3,2,1
924,0,1,1,2,2,4,5,4,4,4,4
925,0,1,1,2,2,3,3,3,2,3,2
926,0,1,1,3,3,4,4,4,4,4,4
927,0,1,1,3,3,4,4,5,5,4,4
928,0,1,1,2,3,4,4,4,3,2,2
929,0,1,1,2,2,3,3,2,2,1,1
930,0,1,2,3,4,4,4,4,4,4,3
931,0,1,1,2,1,3,4,4,4,4,4
932,0,1,1,2,3,3,4,4,3,3,2
933,0,1,1,3,3,4,5,5,5,4,4
934,0,1,1,2,3,3,3,3,3,3,3
935,0,1,2,3,4,4,5,5,5,5,5
936,0,1,2,2,3,3,3,3,2,2,2
937,0,1,2,3,4,4,4,4,3,4,3
938,0,1,1,1,1,2,2,2,2,1,1
939,0,1,1,2,3,3,4,3,3,3,3
940,0,1,1,2,3,4,4,4,4,4,4
941,0,1,1,2,3,4,3,3,3,3,3
942,0,1,1,3,4,4,4,4,3,3,3
943,0,1,1,3,3,4,4,3,3,2,1
944,0,1,2,3,3,4,5,5,4,5,4
945,0,1,2,3,4,5,4,4,4,4,4
946,0,1,1,1,3,4,4,5,4,4,4
947,0,1,2,2,3,3,4,4,3,4,4
948,0,1,2,3,3,3,4,4,4,3,2
949,0,1,1,2,3,3,4,4,4,4,4
950,0,1,2,4,4,4,5,5,5,5,4
951,0,1,1,3,3,4,4,4,4,4,4
952,0,1,2,3,3,4,4,4,3,3,4
953,0,1,1,2,3,4,4,4,4,4,3
954,0,1,2,3,4,5,5,5,5,5,4
955,0,1,1,3,3,4,4,4,4,3,3
956,0,1,1,2,2,2,2,3,3,2,1
957,0,1,2,3,4,4,4,4,4,4,3
958,0,1,1,2,3,4,4,4,3,3,3
959,0,1,1,2,3,3,3,3,4,3,3
960,0,1,1,2,3,3,3,3,3,3,2
961,0,1,1,1,3,3,4,4,4,4,2
962,0,1,1,2,3,2,3,3,1,1,1
963,0,1,1,2,2,2,3,2,3,2,1
964,0,1,2,3,4,4,4,4,3,3,3
965,0,1,1,3,2,3,4,4,4,3,2
966,0,1,1,1,3,3,4,4,3,2,2
967,0,1,2,2,4,4,4,5,4,4,4
968,0,1,1,3,3,3,4,4,4,4,3
969,0,1,2,3,4,4,4,4,4,5,4
970,0,1,1,1,1,2,3,3,3,2,1
971,0,1,1,2,3,4,4,4,4,3,3
972,0,1,1,1,1,2,3,2,2,2,1
973,0,1,1,1,2,2,3,3,3,3,2
974,0,1,1,2,3,3,3,2,1,1,2
975,0,1,2,2,3,4,4,4,4,4,3
976,0,1,1,3,2,1,2,1,1,1,0
977,0,1,3,3,4,3,3,3,2,3,3
978,0,1,1,2,3,4,4,4,4,4,3
979,0,1,1,2,1,2,2,2,2,2,1
980,0,1,2,3,3,3,4,3,2,2,2
981,0,1,1,2,2,2,3,3,3,2,2
982,0,1,1,2,2,2,2,3,3,3,2
983,0,1,2,3,4,4,5,5,4,4,4
984,0,1,2,3,3,4,4,4,3,3,3
985,0,1,1,2,2,3,3,3,3,3,3
986,0,1,2,4,4,4,4,3,2,2,2
987,0,1,1,2,3,4,4,4,4,4,4
988,0,1,1,2,3,3,3,3,3,2,1
989,0,1,1,1,2,3,3,3,3,3,3
990,0,1,2,2,2,3,3,3,3,3,2
991,0,1,1,2,2,2,2,2,3,2,2
992,0,1,1,3,4,4,4,4,5,4,4
993,0,1,1,2,2,2,3,3,2,1,1
994,0,1,1,3,4,4,4,4,4,3,3
995,0,1,2,2,3,3,3,3,3,4,4
996,0,1,1,2,3,3,3,3,3,2,2
997,0,1,1,1,2,1,1,2,2,3,3
998,0,1,2,3,4,4,5,5,4,4,4
999,0,1,1,2,3,3,4,4,4,3,2
1000,0,1,1,2,2,3,3,2,3,2,1
1001,0,1,1,2,1,2,2,2,2,2,2
1002,0,1,2,3,4,4,4,3,3,2,2
1003,0,1,1,1,1,1,1,1,1,1,1
1004,0,1,1,3,3,4,5,4,4,4,4
1005,0,1,2,3,4,4,5,5,5,5,5
1006,0,1,1,2,2,3,3,3,4,3,4
1007,0,1,2,3,4,4,5,5,5,5,4
1008,0,1,3,4,4,4,5,4,4,4,4
1009,0,1,1,3,4,4,5,5,4,4,4
1010,0,1,2,3,4,4,5,5,5,4,4
1011,0,1,2,3,4,4,4,4,4,4,4
1012,0,1,2,2,2,3,3,3,3,2,2
1013,0,1,1,2,3,3,3,3,3,3,3
1014,0,1,2,3,3,4,4,4,4,4,4
1015,0,1,1,1,2,3,2,2,2,2,1
1016,0,1,1,2,3,4,4,3,3,2,2
1017,0,1,1,1,1,2,3,3,3,2,1
1018,0,1,1,3,4,4,4,3,3,2,1
1019,0,1,1,1,1,1,2,2,2,1,2
1020,0,1,1,2,2,3,3,3,3,3,2
1021,0,1,1,2,2,2,3,2,1,1,1
1022,0,1,3,3,4,5,5,5,5,5,5
1023,0,1,1,2,3,2,3,1,1,1,1
1024,0,1,2,3,3,4,4,4,4,4,3
1025,0,1,2,2,2,3,3,3,2,2,1
1026,0,1,3,4,4,4,4,4,4,4,3
1027,0,1,1,3,4,5,5,5,5,5,5
1028,0,1,2,3,4,4,4,3,3,2,2
1029,0,1,1,2,3,3,3,3,2,1,1
1030,0,1,2,3,4,4,4,4,4,3,3
1031,0,1,1,1,2,4,4,4,4,3,3
1032,0,1,1,3,3,4,5,4,4,4,3
1033,0,1,2,2,3,3,3,3,3,2,2
1034,0,1,1,2,3,4,4,4,4,4,4
1035,0,1,1,2,3,3,4,4,4,3,3
1036,0,1,2,3,4,4,5,5,4,3,3
1037,0,1,2,3,4,4,5,5,4,4,4
1038,0,1,1,2,3,4,4,4,4,3,4
1039,0,1,1,1,2,4,4,4,4,3,3
1040,0,1,1,2,3,4,4,3,4,4,3
1041,0,1,1,2,3,4,4,4,4,3,3
1042,0,1,1,2,2,3,4,4,3,3,2
1043,0,1,1,2,3,3,3,3,3,3,2
1044,0,1,1,2,2,3,2,2,2,2,2
1045,0,1,2,3,4,4,4,4,4,3,2
1046,0,1,1,2,2,4,4,4,4,3,4
1047,0,1,1,2,2,3,3,3,2,2,2
1048,0,1,1,1,3,3,4,2,1,0,0
1049,0,1,1,3,3,3,3,3,3,3,2
1050,0,1,2,3,4,4,4,4,4,4,4
1051,0,1,1,2,3,3,4,4,4,4,3
1052,0,1,1,2,3,4,5,4,4,4,3
1053,0,1,1,1,1,2,3,2,2,2,1
1054,0,1,2,3,4,4,5,5,5,5,4
1055,0,1,1,2,3,3,4,3,3,3,3
1056,0,1,2,3,4,4,5,4,4,4,4
1057,0,1,2,3,4,4,4,4,5,5,4
1058,0,1,1,1,1,2,1,2,2,1,1
1059,0,1,1,2,3,3,3,3,3,3,3
1060,0,1,1,2,3,3,4,4,3,3,3
1061,0,1,1,2,3,4,4,4,4,4,3
1062,0,1,2,3,3,4,4,4,3,2,2
1063,0,1,1,2,3,3,4,4,4,3,3
1064,0,1,1,2,3,3,4,4,4,4,3
1065,0,1,1,3,3,3,3,4,3,3,3
1066,0,1,1,2,4,4,5,4,4,4,4
1067,0,1,1,2,2,3,3,4,4,4,3
1068,0,1,1,1,3,3,3,3,3,3,2
1069,0,1,1,3,4,4,4,4,4,3,3
1070,0,1,1,3,4,4,5,5,4,4,4
1071,0,1,2,3,3,2,2,2,3,3,2
1072,0,1,2,4,5,5,5,5,5,5,4
1073,0,1,0,1,2,3,4,4,4,4,3
1074,0,1,1,3,4,4,4,5,4,4,4
1075,0,1,2,2,3,3,4,3,3,3,2
1076,0,1,1,1,2,3,3,2,2,2,1
1077,0,1,2,3,4,5,5,5,5,5,5
1078,0,1,1,2,4,4,4,4,3,3,3
1079,0,1,2,3,4,4,3,3,2,2,1
1080,0,1,1,2,3,4,4,4,3,3,4
1081,0,1,2,2,2,2,3,3,2,2,3
1082,0,1,2,2,2,3,4,3,3,2,1
1083,0,1,1,2,2,3,4,4,4,3,2
1084,0,1,1,2,3,4,5,5,5,4,4
1085,0,1,1,1,3,3,3,2,2,2,1
1086,0,1,1,2,2,3,4,4,4,4,4
1087,0,1,2,2,3,4,4,4,4,4,4
1088,0,1,1,2,3,4,4,4,4,3,3
1089,0,1,1,3,4,4,4,4,4,4,4
1090,0,1,1,2,3,3,4,3,3,3,2
1091,0,1,1,2,3,3,4,4,4,3,4
1092,0,1,1,2,4,4,4,4,4,3,4
1093,0,1,1,1,1,3,4,4,4,4,3
1094,0,1,1,1,2,3,4,3,2,2,2
1095,0,1,1,3,3,3,4,4,4,4,4
1096,0,1,1,2,3,3,4,4,3,3,3
1097,0,1,1,1,1,1,1,1,0,0,0
1098,0,1,1,2,2,2,3,2,2,2,3
1099,0,1,1,2,3,4,5,5,4,4,4
1100,0,1,2,3,3,3,3,3,3,3,3
1101,0,1,1,2,3,4,4,4,3,3,2
1102,0,1,3,4,4,5,5,5,4,4,4
1103,0,1,2,2,3,4,4,4,4,4,3
1104,0,1,1,1,2,3,3,3,3,3,3
1105,0,1,2,3,3,4,4,3,3,3,3
1106,0,1,1,2,3,3,4,4,3,3,2
1107,0,1,1,1,2,1,2,1,2,1,1
1108,0,1,1,2,3,4,4,4,4,4,4
1109,0,1,1,2,2,2,3,2,2,3,2
1110,0,1,1,1,2,3,4,4,4,3,3
1111,0,1,1,1,1,1,1,1,1,0,1
1112,0,1,2,4,4,5,5,5,5,5,5
1113,0,1,1,1,3,3,4,4,4,4,3
1114,0,1,1,2,3,4,4,4,4,4,3
1115,0,1,1,2,3,4,4,4,5,5,4
1116,0,1,1,1,2,3,3,4,4,3,3
1117,0,1,2,3,3,4,4,3,3,3,2
1118,0,1,1,1,2,3,3,3,3,2,2
1119,0,1,1,3,3,3,3,4,3,3,2
1120,0,1,1,3,3,4,4,4,3,4,3
1121,0,1,2,2,3,3,4,4,4,3,3
1122,0,1,1,3,3,4,4,4,4,4,3
1123,0,1,2,3,3,4,4,4,4,4,4
1124,0,1,0,1,1,1,2,1,1,1,0
1125,0,1,1,3,3,3,4,4,3,3,2
1126,0,1,1,2,3,3,4,4,4,4,4
1127,0,1,1,2,2,3,3,2,3,2,2
1128,0,1,2,3,3,4,4,4,4,3,2
1129,0,1,1,1,3,3,4,3,4,3,3
1130,0,1,2,2,3,4,4,4,4,4,4
1131,0,1,1,1,2,3,3,4,3,2,1
1132,0,1,1,3,4,4,4,4,4,4,4
1133,0,1,1,2,2,2,2,2,2,2,1
1134,0,1,2,4,4,4,5,5,5,4,4
1135,0,1,2,2,3,4,4,4,3,4,3
1136,0,1,1,2,2,3,3,3,3,3,2
1137,0,1,1,3,3,4,4,4,4,4,4
1138,0,1,1,2,4,4,4,4,4,3,3
1139,0,1,1,3,4,4,5,5,4,3,3
1140,0,1,1,2,2,2,3,3,3,2,2
1141,0,1,1,2,3,3,3,3,3,2,1
1142,0,1,2,4,4,4,4,4,4,4,4
1143,0,1,2,3,3,3,3,3,3,2,1
1144,0,1,1,1,2,3,4,3,4,3,4
1145,0,1,0,1,1,2,3,3,2,1,1
1146,0,1,3,4,4,5,5,5,5,4,5
1147,0,1,2,2,3,3,4,3,2,2,2
1148,0,1,2,3,3,3,4,4,3,3,3
1149,0,1,1,2,3,3,3,3,3,2,2
1150,0,1,1,2,2,3,3,3,2,2,2
1151,0,1,1,2,3,3,4,4,3,2,2
1152,0,1,1,3,3,3,3,3,2,2,1
1153,0,1,2,3,3,3,4,4,4,4,4
1154,0,1,2,2,3,3,4,4,4,4,3
1155,0,1,1,3,3,3,4,4,4,4,4
